Name,Domain,Status,Notes,Sources,clean_domain,russian_prop
nv-vestnik[.]ru,nv-vestnik[.]ru,,,[17],nv-vestnik.ru,1
nyagan-info[.]ru,nyagan-info[.]ru,,,[17],nyagan-info.ru,1
nzhizn[.]ru,nzhizn[.]ru,,,[17],nzhizn.ru,1
nzjizn[.]ru,nzjizn[.]ru,,,[17],nzjizn.ru,1
ob-gazeta[.]ru,ob-gazeta[.]ru,,,[17],ob-gazeta.ru,1
obbereg[.]ru,obbereg[.]ru,,,[17],obbereg.ru,1
oboyangorod[.]ru,oboyangorod[.]ru,,,[17],oboyangorod.ru,1
obraz-asino[.]ru,obraz-asino[.]ru,,,[17],obraz-asino.ru,1
ogni-belorechenska[.]ru,ogni-belorechenska[.]ru,,,[17],ogni-belorechenska.ru,1
ogni-slantsy[.]ru,ogni-slantsy[.]ru,,,[17],ogni-slantsy.ru,1
ognigorod[.]ru,ognigorod[.]ru,,,[17],ognigorod.ru,1
ohapress[.]ru,ohapress[.]ru,,,[17],ohapress.ru,1
ohotsk-pravda[.]ru,ohotsk-pravda[.]ru,,,[17],ohotsk-pravda.ru,1
okno-ch[.]ru,okno-ch[.]ru,,,[17],okno-ch.ru,1
okno-sn[.]ru,okno-sn[.]ru,,,[17],okno-sn.ru,1
okno-uzhura[.]ru,okno-uzhura[.]ru,,,[17],okno-uzhura.ru,1
okt-iskra[.]ru,okt-iskra[.]ru,,,[17],okt-iskra.ru,1
oktday[.]ru,oktday[.]ru,,,[17],oktday.ru,1
oktiskra74[.]ru,oktiskra74[.]ru,,,[17],oktiskra74.ru,1
okttime[.]ru,okttime[.]ru,,,[17],okttime.ru,1
oktznamya[.]ru,oktznamya[.]ru,,,[17],oktznamya.ru,1
olenegorsk-city[.]ru,olenegorsk-city[.]ru,,,[17],olenegorsk-city.ru,1
olonets-sosed[.]ru,olonets-sosed[.]ru,,,[17],olonets-sosed.ru,1
olsky-vestnik[.]ru,olsky-vestnik[.]ru,,,[17],olsky-vestnik.ru,1
olyutor-novosti[.]ru,olyutor-novosti[.]ru,,,[17],olyutor-novosti.ru,1
omegatrade[.]ru,omegatrade[.]ru,,,[17],omegatrade.ru,1
omutninsk-vedomosti[.]ru,omutninsk-vedomosti[.]ru,,,[17],omutninsk-vedomosti.ru,1
ooo-remontnik[.]ru,ooo-remontnik[.]ru,,,[17],ooo-remontnik.ru,1
opochka-vestnik[.]ru,opochka-vestnik[.]ru,,,[17],opochka-vestnik.ru,1
orichi-inform[.]ru,orichi-inform[.]ru,,,[17],orichi-inform.ru,1
osinniki-favorit[.]ru,osinniki-favorit[.]ru,,,[17],osinniki-favorit.ru,1
oskolzori[.]ru,oskolzori[.]ru,,,[17],oskolzori.ru,1
ostrogozhtsi[.]ru,ostrogozhtsi[.]ru,,,[17],ostrogozhtsi.ru,1
osuzdal[.]ru,osuzdal[.]ru,,,[17],osuzdal.ru,1
osvod-crimea[.]ru,osvod-crimea[.]ru,,,[17],osvod-crimea.ru,1
otkritaya-linia[.]ru,otkritaya-linia[.]ru,,,[17],otkritaya-linia.ru,1
otkrytaya-linia[.]ru,otkrytaya-linia[.]ru,,,[17],otkrytaya-linia.ru,1
otradnaya-gazeta[.]ru,otradnaya-gazeta[.]ru,,,[17],otradnaya-gazeta.ru,1
otradnaya-info[.]ru,otradnaya-info[.]ru,,,[17],otradnaya-info.ru,1
palana-news[.]ru,palana-news[.]ru,,,[17],palana-news.ru,1
panorama-elizovo[.]ru,panorama-elizovo[.]ru,,,[17],panorama-elizovo.ru,1
parfino-news[.]ru,parfino-news[.]ru,,,[17],parfino-news.ru,1
patriot-alt[.]ru,patriot-alt[.]ru,,,[17],patriot-alt.ru,1
pavlov-gazeta[.]ru,pavlov-gazeta[.]ru,,,[17],pavlov-gazeta.ru,1
pavlovsk-youth[.]ru,pavlovsk-youth[.]ru,,,[17],pavlovsk-youth.ru,1
pechenga-today[.]ru,pechenga-today[.]ru,,,[17],pechenga-today.ru,1
pechori-online[.]ru,pechori-online[.]ru,,,[17],pechori-online.ru,1
penzhinsky[.]ru,penzhinsky[.]ru,,,[17],penzhinsky.ru,1
pereslavlife[.]ru,pereslavlife[.]ru,,,[17],pereslavlife.ru,1
pervouralsk-hronika[.]ru,pervouralsk-hronika[.]ru,,,[17],pervouralsk-hronika.ru,1
petrovsk-zabaykalsk[.]ru,petrovsk-zabaykalsk[.]ru,,,[17],petrovsk-zabaykalsk.ru,1
plamya-v[.]ru,plamya-v[.]ru,,,[17],plamya-v.ru,1
planeta-nadim[.]ru,planeta-nadim[.]ru,,,[17],planeta-nadim.ru,1
plusred[.]ru,plusred[.]ru,,,[17],plusred.ru,1
pobeda-kn[.]ru,pobeda-kn[.]ru,,,[17],pobeda-kn.ru,1
pochepvestnik[.]ru,pochepvestnik[.]ru,,,[17],pochepvestnik.ru,1
pochinok-smolensk[.]ru,pochinok-smolensk[.]ru,,,[17],pochinok-smolensk.ru,1
poehaligagarin[.]ru,poehaligagarin[.]ru,,,[17],poehaligagarin.ru,1
pogar-vesti[.]ru,pogar-vesti[.]ru,,,[17],pogar-vesti.ru,1
pokachi-time[.]ru,pokachi-time[.]ru,,,[17],pokachi-time.ru,1
polarzori[.]ru,polarzori[.]ru,,,[17],polarzori.ru,1
polesskyvestnik[.]ru,polesskyvestnik[.]ru,,,[17],polesskyvestnik.ru,1
poltavskaya-jizn[.]ru,poltavskaya-jizn[.]ru,,,[17],poltavskaya-jizn.ru,1
polyarny-ural[.]ru,polyarny-ural[.]ru,,,[17],polyarny-ural.ru,1
poperinat[.]ru,poperinat[.]ru,,,[17],poperinat.ru,1
porhov-city[.]ru,porhov-city[.]ru,,,[17],porhov-city.ru,1
poselok-anna[.]ru,poselok-anna[.]ru,,,[17],poselok-anna.ru,1
pp-vesti[.]ru,pp-vesti[.]ru,,,[17],pp-vesti.ru,1
pr-gorod[.]ru,pr-gorod[.]ru,,,[17],pr-gorod.ru,1
pravda-k[.]ru,pravda-k[.]ru,,,[17],pravda-k.ru,1
pravda-s[.]ru,pravda-s[.]ru,,,[17],pravda-s.ru,1
pravfond[.]ru,pravfond[.]ru,,,[17],pravfond.ru,1
pravfund[.]ru,pravfund[.]ru,,,[17],pravfund.ru,1
pravoznat-39[.]ru,pravoznat-39[.]ru,,,[17],pravoznat-39.ru,1
pregradnaya-gazeta[.]ru,pregradnaya-gazeta[.]ru,,,[17],pregradnaya-gazeta.ru,1
priangarie-mv[.]ru,priangarie-mv[.]ru,,,[17],priangarie-mv.ru,1
prichernomorie[.]ru,prichernomorie[.]ru,,,[17],prichernomorie.ru,1
prim-zori[.]ru,prim-zori[.]ru,,,[17],prim-zori.ru,1
prinevskii[.]ru,prinevskii[.]ru,,,[17],prinevskii.ru,1
prioskolye[.]ru,prioskolye[.]ru,,,[17],prioskolye.ru,1
prisayanie[.]ru,prisayanie[.]ru,,,[17],prisayanie.ru,1
prisivashie[.]ru,prisivashie[.]ru,,,[17],prisivashie.ru,1
privet-timashevsk[.]ru,privet-timashevsk[.]ru,,,[17],privet-timashevsk.ru,1
privolzhskaya-volna[.]ru,privolzhskaya-volna[.]ru,,,[17],privolzhskaya-volna.ru,1
priyutnoe[.]ru,priyutnoe[.]ru,,,[17],priyutnoe.ru,1
priziv-harovsk[.]ru,priziv-harovsk[.]ru,,,[17],priziv-harovsk.ru,1
priziv-press[.]ru,priziv-press[.]ru,,,[17],priziv-press.ru,1
proberezovo[.]ru,proberezovo[.]ru,,,[17],proberezovo.ru,1
prodelo-s[.]ru,prodelo-s[.]ru,,,[17],prodelo-s.ru,1
proiskitim[.]ru,proiskitim[.]ru,,,[17],proiskitim.ru,1
prokopievsk-variant[.]ru,prokopievsk-variant[.]ru,,,[17],prokopievsk-variant.ru,1
prokrym[.]info,prokrym[.]info,,,[17],prokrym.info,1
prom-kemerovo[.]ru,prom-kemerovo[.]ru,,,[17],prom-kemerovo.ru,1
promagadan[.]ru,promagadan[.]ru,,,[17],promagadan.ru,1
pronikolskoe[.]ru,pronikolskoe[.]ru,,,[17],pronikolskoe.ru,1
pronskie-izvestia[.]ru,pronskie-izvestia[.]ru,,,[17],pronskie-izvestia.ru,1
pronskie-izvestiya[.]ru,pronskie-izvestiya[.]ru,,,[17],pronskie-izvestiya.ru,1
prootradnoe[.]ru,prootradnoe[.]ru,,,[17],prootradnoe.ru,1
propeterburg[.]info,propeterburg[.]info,,,[17],propeterburg.info,1
prosaratov[.]info,prosaratov[.]info,,,[17],prosaratov.info,1
prosevastopol[.]info,prosevastopol[.]info,,,[17],prosevastopol.info,1
prospekt-sochi[.]com,prospekt-sochi[.]com,,,[17],prospekt-sochi.com,1
protvinskie-berega[.]ru,protvinskie-berega[.]ru,,,[17],protvinskie-berega.ru,1
provintsialnoe-zerkalo[.]ru,provintsialnoe-zerkalo[.]ru,,,[17],provintsialnoe-zerkalo.ru,1
provladimir[.]info,provladimir[.]info,,,[17],provladimir.info,1
provnews[.]ru,provnews[.]ru,,,[17],provnews.ru,1
pryamitsino-news[.]ru,pryamitsino-news[.]ru,,,[17],pryamitsino-news.ru,1
pryazhvesti[.]ru,pryazhvesti[.]ru,,,[17],pryazhvesti.ru,1
psebaets[.]ru,psebaets[.]ru,,,[17],psebaets.ru,1
psebay-dni[.]ru,psebay-dni[.]ru,,,[17],psebay-dni.ru,1
pudog[.]ru,pudog[.]ru,,,[17],pudog.ru,1
pulsea[.]ru,pulsea[.]ru,,,[17],pulsea.ru,1
pulsnedeli[.]ru,pulsnedeli[.]ru,,,[17],pulsnedeli.ru,1
pushkin-kray[.]ru,pushkin-kray[.]ru,,,[17],pushkin-kray.ru,1
putokt[.]ru,putokt[.]ru,,,[17],putokt.ru,1
rab-slovo[.]ru,rab-slovo[.]ru,,,[17],rab-slovo.ru,1
rabslovo[.]ru,rabslovo[.]ru,,,[17],rabslovo.ru,1
raduzhny-info[.]ru,raduzhny-info[.]ru,,,[17],raduzhny-info.ru,1
raivestn[.]ru,raivestn[.]ru,,,[17],raivestn.ru,1
ramon-anons[.]ru,ramon-anons[.]ru,,,[17],ramon-anons.ru,1
rassvet-balezino[.]ru,rassvet-balezino[.]ru,,,[17],rassvet-balezino.ru,1
rb-yar[.]ru,rb-yar[.]ru,,,[17],rb-yar.ru,1
rdzem[.]ru,rdzem[.]ru,,,[17],rdzem.ru,1
rech-vol[.]ru,rech-vol[.]ru,,,[17],rech-vol.ru,1
red-banner[.]ru,red-banner[.]ru,,,[17],red-banner.ru,1
red-yar[.]ru,red-yar[.]ru,,,[17],red-yar.ru,1
revda-news[.]ru,revda-news[.]ru,,,[17],revda-news.ru,1
rilskie-vesti[.]ru,rilskie-vesti[.]ru,,,[17],rilskie-vesti.ru,1
ritm-rybnoe[.]ru,ritm-rybnoe[.]ru,,,[17],ritm-rybnoe.ru,1
rodina-shuya[.]ru,rodina-shuya[.]ru,,,[17],rodina-shuya.ru,1
rodniki-gazeta[.]ru,rodniki-gazeta[.]ru,,,[17],rodniki-gazeta.ru,1
rodrov[.]ru,rodrov[.]ru,,,[17],rodrov.ru,1
rossosh-vedomosti[.]ru,rossosh-vedomosti[.]ru,,,[17],rossosh-vedomosti.ru,1
rostov-province[.]ru,rostov-province[.]ru,,,[17],rostov-province.ru,1
rov-niva[.]ru,rov-niva[.]ru,,,[17],rov-niva.ru,1
rudnyansky-raion[.]ru,rudnyansky-raion[.]ru,,,[17],rudnyansky-raion.ru,1
rusakartvelo[.]org,rusakartvelo[.]org,,,[17],rusakartvelo.org,1
rutulnews[.]ru,rutulnews[.]ru,,,[17],rutulnews.ru,1
ruvek[.]info,ruvek[.]info,,,[17],ruvek.info,1
ruza-express[.]ru,ruza-express[.]ru,,,[17],ruza-express.ru,1
rylsk-vesti[.]ru,rylsk-vesti[.]ru,,,[17],rylsk-vesti.ru,1
rzhev-press[.]ru,rzhev-press[.]ru,,,[17],rzhev-press.ru,1
rzpravda[.]ru,rzpravda[.]ru,,,[17],rzpravda.ru,1
s-pravda[.]ru,s-pravda[.]ru,,,[17],s-pravda.ru,1
s-put[.]ru,s-put[.]ru,,,[17],s-put.ru,1
s-vektor[.]ru,s-vektor[.]ru,,,[17],s-vektor.ru,1
saintanna[.]ru,saintanna[.]ru,,,[17],saintanna.ru,1
sakipress[.]ru,sakipress[.]ru,,,[17],sakipress.ru,1
saklife[.]ru,saklife[.]ru,,,[17],saklife.ru,1
salskaya-step[.]ru,salskaya-step[.]ru,,,[17],salskaya-step.ru,1
sambo[.]com,sambo[.]com,,,[17],sambo.com,1
samolet-v[.]ru,samolet-v[.]ru,,,[17],samolet-v.ru,1
samotlorexpress[.]ru,samotlorexpress[.]ru,,,[17],samotlorexpress.ru,1
samotlorpress[.]ru,samotlorpress[.]ru,,,[17],samotlorpress.ru,1
sarov-vedomosti[.]ru,sarov-vedomosti[.]ru,,,[17],sarov-vedomosti.ru,1
sarovskie-vedomosti[.]ru,sarovskie-vedomosti[.]ru,,,[17],sarovskie-vedomosti.ru,1
sarvesti[.]info,sarvesti[.]info,,,[17],sarvesti.info,1
sasovskie-vesti[.]ru,sasovskie-vesti[.]ru,,,[17],sasovskie-vesti.ru,1
sbdialog[.]ru,sbdialog[.]ru,,,[17],sbdialog.ru,1
segeja[.]ru,segeja[.]ru,,,[17],segeja.ru,1
segeza[.]ru,segeza[.]ru,,,[17],segeza.ru,1
segezha-vektor[.]ru,segezha-vektor[.]ru,,,[17],segezha-vektor.ru,1
sel-nov[.]ru,sel-nov[.]ru,,,[17],sel-nov.ru,1
sel-pr[.]ru,sel-pr[.]ru,,,[17],sel-pr.ru,1
sel-pravda[.]ru,sel-pravda[.]ru,,,[17],sel-pravda.ru,1
sel-tas[.]ru,sel-tas[.]ru,,,[17],sel-tas.ru,1
selenga-press[.]ru,selenga-press[.]ru,,,[17],selenga-press.ru,1
selivanovskie-zori[.]ru,selivanovskie-zori[.]ru,,,[17],selivanovskie-zori.ru,1
selnov-nesterov[.]ru,selnov-nesterov[.]ru,,,[17],selnov-nesterov.ru,1
selnov-prim[.]ru,selnov-prim[.]ru,,,[17],selnov-prim.ru,1
selnov-v[.]ru,selnov-v[.]ru,,,[17],selnov-v.ru,1
selosamashki[.]ru,selosamashki[.]ru,,,[17],selosamashki.ru,1
selskaya-okolitsa[.]ru,selskaya-okolitsa[.]ru,,,[17],selskaya-okolitsa.ru,1
seltr[.]ru,seltr[.]ru,,,[17],seltr.ru,1
seltso-pravda[.]ru,seltso-pravda[.]ru,,,[17],seltso-pravda.ru,1
seltsovskaya-pravda[.]ru,seltsovskaya-pravda[.]ru,,,[17],seltsovskaya-pravda.ru,1
semenovsky-kupets[.]ru,semenovsky-kupets[.]ru,,,[17],semenovsky-kupets.ru,1
semibratovo-prostory[.]ru,semibratovo-prostory[.]ru,,,[17],semibratovo-prostory.ru,1
semikarakorskgazeta[.]ru,semikarakorskgazeta[.]ru,,,[17],semikarakorskgazeta.ru,1
semiluki-vestnik[.]ru,semiluki-vestnik[.]ru,,,[17],semiluki-vestnik.ru,1
semkargazeta[.]ru,semkargazeta[.]ru,,,[17],semkargazeta.ru,1
sergievposadpress[.]ru,sergievposadpress[.]ru,,,[17],sergievposadpress.ru,1
sertolovo-nedelya[.]ru,sertolovo-nedelya[.]ru,,,[17],sertolovo-nedelya.ru,1
sevastopol-sovet[.]ru,sevastopol-sovet[.]ru,,,[17],sevastopol-sovet.ru,1
sever-podmoskovia[.]ru,sever-podmoskovia[.]ru,,,[17],sever-podmoskovia.ru,1
severpravda[.]ru,severpravda[.]ru,,,[17],severpravda.ru,1
seversk-digest[.]ru,seversk-digest[.]ru,,,[17],seversk-digest.ru,1
sevkurilsk[.]ru,sevkurilsk[.]ru,,,[17],sevkurilsk.ru,1
sgazeta-op[.]ru,sgazeta-op[.]ru,,,[17],sgazeta-op.ru,1
sgzt[.]com,sgzt[.]com,,,[17],sgzt.com,1
sh-vestnik[.]ru,sh-vestnik[.]ru,,,[17],sh-vestnik.ru,1
shadrinski-vestnik[.]ru,shadrinski-vestnik[.]ru,,,[17],shadrinski-vestnik.ru,1
shaht-vest[.]ru,shaht-vest[.]ru,,,[17],shaht-vest.ru,1
shali-info[.]ru,shali-info[.]ru,,,[17],shali-info.ru,1
shalinskoe[.]ru,shalinskoe[.]ru,,,[17],shalinskoe.ru,1
shchigrovskie-zori[.]ru,shchigrovskie-zori[.]ru,,,[17],shchigrovskie-zori.ru,1
shchigry-zori[.]ru,shchigry-zori[.]ru,,,[17],shchigry-zori.ru,1
shegarka-press[.]ru,shegarka-press[.]ru,,,[17],shegarka-press.ru,1
sheksnagazeta[.]ru,sheksnagazeta[.]ru,,,[17],sheksnagazeta.ru,1
shelkovchanka[.]ru,shelkovchanka[.]ru,,,[17],shelkovchanka.ru,1
shilovski-put[.]ru,shilovski-put[.]ru,,,[17],shilovski-put.ru,1
shiravest[.]ru,shiravest[.]ru,,,[17],shiravest.ru,1
sholem[.]ru,sholem[.]ru,,,[17],sholem.ru,1
shushenskoevremya[.]ru,shushenskoevremya[.]ru,,,[17],shushenskoevremya.ru,1
shuya-teleskop[.]ru,shuya-teleskop[.]ru,,,[17],shuya-teleskop.ru,1
sibnedelya[.]ru,sibnedelya[.]ru,,,[17],sibnedelya.ru,1
sibpanorama[.]ru,sibpanorama[.]ru,,,[17],sibpanorama.ru,1
site[.]ru,site[.]ru,,,[17],site.ru,1
skopin-avtoagregat[.]ru,skopin-avtoagregat[.]ru,,,[17],skopin-avtoagregat.ru,1
slavsknews[.]ru,slavsknews[.]ru,,,[17],slavsknews.ru,1
slavyanskaya-gazeta[.]ru,slavyanskaya-gazeta[.]ru,,,[17],slavyanskaya-gazeta.ru,1
slobodskoi[.]ru,slobodskoi[.]ru,,,[17],slobodskoi.ru,1
slovo-neftyanika[.]ru,slovo-neftyanika[.]ru,,,[17],slovo-neftyanika.ru,1
sm-vesti[.]ru,sm-vesti[.]ru,,,[17],sm-vesti.ru,1
smi-holm[.]ru,smi-holm[.]ru,,,[17],smi-holm.ru,1
smi-volna[.]ru,smi-volna[.]ru,,,[17],smi-volna.ru,1
snbalahta[.]ru,snbalahta[.]ru,,,[17],snbalahta.ru,1
snezhnogorsk-gazeta[.]ru,snezhnogorsk-gazeta[.]ru,,,[17],snezhnogorsk-gazeta.ru,1
sobinka-gazeta[.]ru,sobinka-gazeta[.]ru,,,[17],sobinka-gazeta.ru,1
sol-meridian[.]ru,sol-meridian[.]ru,,,[17],sol-meridian.ru,1
soltsy[.]ru,soltsy[.]ru,,,[17],soltsy.ru,1
sorsk-gazeta[.]ru,sorsk-gazeta[.]ru,,,[17],sorsk-gazeta.ru,1
sosedskievesti[.]ru,sosedskievesti[.]ru,,,[17],sosedskievesti.ru,1
sov-zap[.]ru,sov-zap[.]ru,,,[17],sov-zap.ru,1
sov-zvezda[.]ru,sov-zvezda[.]ru,,,[17],sov-zvezda.ru,1
sovet-serpukhov[.]ru,sovet-serpukhov[.]ru,,,[17],sovet-serpukhov.ru,1
sovetsk-vopros[.]ru,sovetsk-vopros[.]ru,,,[17],sovetsk-vopros.ru,1
spasskoe-vremya[.]ru,spasskoe-vremya[.]ru,,,[17],spasskoe-vremya.ru,1
sprostor[.]ru,sprostor[.]ru,,,[17],sprostor.ru,1
sputnik-sarapul[.]ru,sputnik-sarapul[.]ru,,,[17],sputnik-sarapul.ru,1
stal-iskra[.]ru,stal-iskra[.]ru,,,[17],stal-iskra.ru,1
stanovlyanskie-dni[.]ru,stanovlyanskie-dni[.]ru,,,[17],stanovlyanskie-dni.ru,1
starodublife[.]ru,starodublife[.]ru,,,[17],starodublife.ru,1
starorusski-krai[.]ru,starorusski-krai[.]ru,,,[17],starorusski-krai.ru,1
step-nov[.]ru,step-nov[.]ru,,,[17],step-nov.ru,1
stepkrai[.]ru,stepkrai[.]ru,,,[17],stepkrai.ru,1
stepnaya-nov[.]ru,stepnaya-nov[.]ru,,,[17],stepnaya-nov.ru,1
strezhevoy-svetofor[.]ru,strezhevoy-svetofor[.]ru,,,[17],strezhevoy-svetofor.ru,1
stroy-armavir[.]ru,stroy-armavir[.]ru,,,[17],stroy-armavir.ru,1
sudogda-city[.]ru,sudogda-city[.]ru,,,[17],sudogda-city.ru,1
sudzha-vestnik[.]ru,sudzha-vestnik[.]ru,,,[17],sudzha-vestnik.ru,1
sunjpravda[.]ru,sunjpravda[.]ru,,,[17],sunjpravda.ru,1
suntargazeta[.]ru,suntargazeta[.]ru,,,[17],suntargazeta.ru,1
sunzha-pravda[.]ru,sunzha-pravda[.]ru,,,[17],sunzha-pravda.ru,1
sunzha-press[.]ru,sunzha-press[.]ru,,,[17],sunzha-press.ru,1
surazhvestnik[.]ru,surazhvestnik[.]ru,,,[17],surazhvestnik.ru,1
surgut-novosti[.]ru,surgut-novosti[.]ru,,,[17],surgut-novosti.ru,1
suzemka-press[.]ru,suzemka-press[.]ru,,,[17],suzemka-press.ru,1
suzun-intellect[.]ru,suzun-intellect[.]ru,,,[17],suzun-intellect.ru,1
sv65[.]ru,sv65[.]ru,,,[17],sv65.ru,1
svetlograd-today[.]ru,svetlograd-today[.]ru,,,[17],svetlograd-today.ru,1
svetvesti[.]ru,svetvesti[.]ru,,,[17],svetvesti.ru,1
svetvestnik[.]ru,svetvestnik[.]ru,,,[17],svetvestnik.ru,1
svobodni-trud[.]ru,svobodni-trud[.]ru,,,[17],svobodni-trud.ru,1
svobodnygolos[.]ru,svobodnygolos[.]ru,,,[17],svobodnygolos.ru,1
svoya-gazeta[.]ru,svoya-gazeta[.]ru,,,[17],svoya-gazeta.ru,1
sysert-press[.]ru,sysert-press[.]ru,,,[17],sysert-press.ru,1
taganrog-time[.]ru,taganrog-time[.]ru,,,[17],taganrog-time.ru,1
taishetskaya-nedelya[.]ru,taishetskaya-nedelya[.]ru,,,[17],taishetskaya-nedelya.ru,1
talovaya-press[.]ru,talovaya-press[.]ru,,,[17],talovaya-press.ru,1
talzhizn[.]ru,talzhizn[.]ru,,,[17],talzhizn.ru,1
tarys[.]ru,tarys[.]ru,,,[17],tarys.ru,1
tashtyp3[.]ru,tashtyp3[.]ru,,,[17],tashtyp3.ru,1
tbilnews[.]ru,tbilnews[.]ru,,,[17],tbilnews.ru,1
teikovo-gazeta[.]ru,teikovo-gazeta[.]ru,,,[17],teikovo-gazeta.ru,1
temryuk-kompas[.]ru,temryuk-kompas[.]ru,,,[17],temryuk-kompas.ru,1
temryuk-news[.]ru,temryuk-news[.]ru,,,[17],temryuk-news.ru,1
terbunskie-vesti[.]ru,terbunskie-vesti[.]ru,,,[17],terbunskie-vesti.ru,1
terra-19tv[.]ru,terra-19tv[.]ru,,,[17],terra-19tv.ru,1
tersky-raion[.]ru,tersky-raion[.]ru,,,[17],tersky-raion.ru,1
tigil-gazeta[.]ru,tigil-gazeta[.]ru,,,[17],tigil-gazeta.ru,1
tikhoretski-vestnik[.]ru,tikhoretski-vestnik[.]ru,,,[17],tikhoretski-vestnik.ru,1
tilichiki-zemlya[.]ru,tilichiki-zemlya[.]ru,,,[17],tilichiki-zemlya.ru,1
toguchin-time[.]ru,toguchin-time[.]ru,,,[17],toguchin-time.ru,1
tommot-listok[.]ru,tommot-listok[.]ru,,,[17],tommot-listok.ru,1
tompon[.]ru,tompon[.]ru,,,[17],tompon.ru,1
torzhok-life[.]ru,torzhok-life[.]ru,,,[17],torzhok-life.ru,1
tosvestnik[.]ru,tosvestnik[.]ru,,,[17],tosvestnik.ru,1
totmagazeta[.]ru,totmagazeta[.]ru,,,[17],totmagazeta.ru,1
tovarkovo-plus[.]ru,tovarkovo-plus[.]ru,,,[17],tovarkovo-plus.ru,1
tovarkovo-plyus[.]ru,tovarkovo-plyus[.]ru,,,[17],tovarkovo-plyus.ru,1
tribuna-komi[.]ru,tribuna-komi[.]ru,,,[17],tribuna-komi.ru,1
tribuna-urala[.]ru,tribuna-urala[.]ru,,,[17],tribuna-urala.ru,1
tribuna22[.]ru,tribuna22[.]ru,,,[17],tribuna22.ru,1
tribunakomi[.]ru,tribunakomi[.]ru,,,[17],tribunakomi.ru,1
troitskoevremya[.]ru,troitskoevremya[.]ru,,,[17],troitskoevremya.ru,1
trubchevskaya-okruga[.]ru,trubchevskaya-okruga[.]ru,,,[17],trubchevskaya-okruga.ru,1
trudovaya-vakhta[.]ru,trudovaya-vakhta[.]ru,,,[17],trudovaya-vakhta.ru,1
tsaganaman[.]ru,tsaganaman[.]ru,,,[17],tsaganaman.ru,1
tsahvoa[.]ru,tsahvoa[.]ru,,,[17],tsahvoa.ru,1
tsimlyansk[.]ru,tsimlyansk[.]ru,,,[17],tsimlyansk.ru,1
tsotsi-yurt[.]info,tsotsi-yurt[.]info,,,[17],tsotsi-yurt.info,1
tsotsyiurt[.]ru,tsotsyiurt[.]ru,,,[17],tsotsyiurt.ru,1
tulski-telegraf[.]ru,tulski-telegraf[.]ru,,,[17],tulski-telegraf.ru,1
tulunski-vestnik[.]ru,tulunski-vestnik[.]ru,,,[17],tulunski-vestnik.ru,1
tur-izvestiya[.]ru,tur-izvestiya[.]ru,,,[17],tur-izvestiya.ru,1
tura-news[.]ru,tura-news[.]ru,,,[17],tura-news.ru,1
turan-gazeta[.]ru,turan-gazeta[.]ru,,,[17],turan-gazeta.ru,1
turochak-life[.]ru,turochak-life[.]ru,,,[17],turochak-life.ru,1
turval[.]ru,turval[.]ru,,,[17],turval.ru,1
tutaev-gazeta[.]ru,tutaev-gazeta[.]ru,,,[17],tutaev-gazeta.ru,1
tuv-pravda[.]ru,tuv-pravda[.]ru,,,[17],tuv-pravda.ru,1
tuva-ter[.]ru,tuva-ter[.]ru,,,[17],tuva-ter.ru,1
tuvexpress[.]ru,tuvexpress[.]ru,,,[17],tuvexpress.ru,1
tvoi-den[.]ru,tvoi-den[.]ru,,,[17],tvoi-den.ru,1
tvoi-karasuk[.]ru,tvoi-karasuk[.]ru,,,[17],tvoi-karasuk.ru,1
tvoy-pozitiv[.]ru,tvoy-pozitiv[.]ru,,,[17],tvoy-pozitiv.ru,1
tvoya-gazeta[.]info,tvoya-gazeta[.]info,,,[17],tvoya-gazeta.info,1
tvoyagazeta-so[.]ru,tvoyagazeta-so[.]ru,,,[17],tvoyagazeta-so.ru,1
tvybor[.]ru,tvybor[.]ru,,,[17],tvybor.ru,1
u-vesti[.]ru,u-vesti[.]ru,,,[17],u-vesti.ru,1
uagazeta[.]ru,uagazeta[.]ru,,,[17],uagazeta.ru,1
uchkeken-news[.]ru,uchkeken-news[.]ru,,,[17],uchkeken-news.ru,1
udachny-den[.]ru,udachny-den[.]ru,,,[17],udachny-den.ru,1
udomlya-starina[.]ru,udomlya-starina[.]ru,,,[17],udomlya-starina.ru,1
uglegorskns[.]ru,uglegorskns[.]ru,,,[17],uglegorskns.ru,1
uglich-vest[.]ru,uglich-vest[.]ru,,,[17],uglich-vest.ru,1
ujadyg[.]ru,ujadyg[.]ru,,,[17],ujadyg.ru,1
uk-nedelya[.]ru,uk-nedelya[.]ru,,,[17],uk-nedelya.ru,1
uk-vestnik[.]ru,uk-vestnik[.]ru,,,[17],uk-vestnik.ru,1
ul-perekrestok[.]ru,ul-perekrestok[.]ru,,,[17],ul-perekrestok.ru,1
ulug-khem[.]ru,ulug-khem[.]ru,,,[17],ulug-khem.ru,1
um-vest[.]ru,um-vest[.]ru,,,[17],um-vest.ru,1
um-vestnik[.]ru,um-vestnik[.]ru,,,[17],um-vestnik.ru,1
umanskaya-gazeta[.]ru,umanskaya-gazeta[.]ru,,,[17],umanskaya-gazeta.ru,1
unecha-express[.]ru,unecha-express[.]ru,,,[17],unecha-express.ru,1
uporovskoe-vremya[.]ru,uporovskoe-vremya[.]ru,,,[17],uporovskoe-vremya.ru,1
